	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
915	7351	UCP2	BMIQ4, SLC25A8, UCPH	uncoupling protein 2	dicarboxylate carrier SLC25A8|mitochondrial uncoupling protein 2|solute carrier family 25 member 8|uncoupling protein 2 (mitochondrial, proton carrier)	RNAP	601693	P55851	309.0
916	7376	NR1H2	LXR-b, LXRB, NER, NER-I, RIP15, UNR	nuclear receptor subfamily 1 group H member 2	oxysterols receptor LXR-beta|LX receptor beta|liver X nuclear receptor beta|nuclear orphan receptor LXR-beta|nuclear receptor NER|steroid hormone-nuclear receptor NER|ubiquitously-expressed nuclear receptor	RNAP	600380	P55055	460.0
917	7391	USF1	FCHL, FCHL1, HYPLIP1, MLTF, MLTFI, UEF, bHLHb11	upstream transcription factor 1	upstream stimulatory factor 1|class B basic helix-loop-helix protein 11|major late transcription factor 1	RNAP	191523	P22415	310.0
918	7409	VAV1	VAV	vav guanine nucleotide exchange factor 1	proto-oncogene vav|vav 1 guanine nucleotide exchange factor|vav 1 oncogene	RNAP	164875	P15498	845.0
919	7412	VCAM1	CD106, INCAM-100	vascular cell adhesion molecule 1	vascular cell adhesion protein 1|CD106 antigen	RNAP	192225	P19320	739.0
920	7421	VDR	NR1I1, PPP1R163	vitamin D receptor	vitamin D3 receptor|1,25-dihydroxyvitamin D3 receptor|nuclear receptor subfamily 1 group I member 1|protein phosphatase 1, regulatory subunit 163|vitamin D (1,25- dihydroxyvitamin D3) receptor	RNAP	601769	P11473	427.0
921	7422	VEGFA	L-VEGF, MVCD1, VEGF, VPF	vascular endothelial growth factor A	vascular endothelial growth factor A, long form|vascular endothelial growth factor A121|vascular endothelial growth factor A165|vascular permeability factor	RNAP	192240	P15692	395.0
922	7423	VEGFB	VEGFL, VRF	vascular endothelial growth factor B	vascular endothelial growth factor B|VEGF-related factor	RNAP	601398	P49765	207.0
923	7424	VEGFC	Flt4-L, LMPH1D, LMPHM4, VRP	vascular endothelial growth factor C	vascular endothelial growth factor C|FLT4 ligand DHM|vascular endothelial growth factor-related protein	RNAP	601528	P49767	419.0
924	7429	VIL1	D2S1471, VIL	villin 1	villin-1	RNAP	193040	P09327	827.0
925	7430	EZR	CVIL, CVL, HEL-S-105, VIL2	ezrin	ezrin|cytovillin 2|epididymis secretory protein Li 105|p81|villin 2 (ezrin)	RNAP	123900	P15311	586.0
926	7432	VIP	PHM27	vasoactive intestinal peptide	VIP peptides|prepro-VIP	RNAP	192320	P01282	170.0
927	7448	VTN	V75, VN, VNT	vitronectin	vitronectin|complement S-protein|epibolin|serum spreading factor|somatomedin B	RNAP	193190	P04004	478.0
928	7468	NSD2	KMT3F, KMT3G, MMSET, RAUST, REIIBP, TRX5, WHS, WHSC1	nuclear receptor binding SET domain protein 2	histone-lysine N-methyltransferase NSD2|IL5 promoter REII region-binding protein|Wolf-Hirschhorn syndrome candidate 1|multiple myeloma SET domain containing protein type III|nuclear SET domain-containing protein 2|probable histone-lysine N-methyltransferase NSD2|trithorax/ash1-related protein 5	RNAP	602952	O96028	1365.0
929	7471	WNT1	BMND16, INT1, OI15	Wnt family member 1	proto-oncogene Wnt-1|proto-oncogene Int-1 homolog|wingless-type MMTV integration site family member 1|wingless-type MMTV integration site family, member 1 (oncogene INT1)	RNAP	164820	P04628	370.0
930	7472	WNT2	INT1L1, IRP	Wnt family member 2	protein Wnt-2|Int-1-related protein|epididymis secretory sperm binding protein|int-1-like protein 1|secreted growth factor|wingless-type MMTV integration site family member 2	RNAP	147870	P09544	360.0
931	7473	WNT3	INT4, TETAMS	Wnt family member 3	proto-oncogene Wnt-3|WNT-3 proto-oncogene protein|proto-oncogene Int-4 homolog|wingless-type MMTV integration site family, member 3	RNAP	165330	P56703	355.0
932	7474	WNT5A	hWNT5A	Wnt family member 5A	protein Wnt-5a|WNT-5A protein|epididymis secretory sperm binding protein|wingless-type MMTV integration site family, member 5A	RNAP	164975	P41221	380.0
933	7476	WNT7A	Wnt-7a	Wnt family member 7A	protein Wnt-7a|proto-oncogene Wnt7a protein|wingless-type MMTV integration site family, member 7A	RNAP	601570	O00755	349.0
934	7480	WNT10B	SHFM6, STHAG8, WNT-12	Wnt family member 10B	protein Wnt-10b|WNT-10B protein|wingless-type MMTV integration site family, member 10B	RNAP	601906	O00744	389.0
935	7481	WNT11	HWNT11	Wnt family member 11	protein Wnt-11|wingless-type MMTV integration site family, member 11	RNAP	603699	O96014	354.0
936	7482	WNT2B	WNT13	Wnt family member 2B	protein Wnt-2b|XWNT2, Xenopus, homolog of|wingless-type MMTV integration site family, member 13|wingless-type MMTV integration site family, member 2B	RNAP	601968	Q93097	391.0
937	7490	WT1	AWT1, GUD, NPHS4, WAGR, WIT-2, WT-1, WT33	WT1 transcription factor	Wilms tumor protein|Wilms tumor 1	RNAP	607102	P19544	449.0
938	7494	XBP1	TREB-5, TREB5, XBP-1, XBP2	X-box binding protein 1	X-box-binding protein 1|tax-responsive element-binding protein 5	RNAP	194355	P17861	261.0
939	7507	XPA	XP1; XPAC	DNA damage recognition and repair factor	GG, TCR	NER		P23025	273.0
940	7508	XPC	RAD4, XP3, XPCC, p125	XPC complex subunit, DNA damage recognition and repair factor	GG	NER		Q01831	940.0
941	7516	XRCC2	FANCU, POF17, SPGF50	X-ray repair cross complementing 2	DNA repair protein XRCC2|X-ray repair complementing defective repair in Chinese hamster cells 2|X-ray repair cross-complementing protein 2|epididymis secretory sperm binding protein	RNAP	600375	O43543	280.0
942	7520	XRCC5	KARP-1, KARP1, KU80, KUB2, Ku86, NFIV	X-ray repair cross complementing 5	X-ray repair cross-complementing protein 5|86 kDa subunit of Ku antigen|ATP-dependent DNA helicase 2 subunit 2|ATP-dependent DNA helicase II 80 kDa subunit|CTC box-binding factor 85 kDa subunit|CTC85|CTCBF|DNA repair protein XRCC5|Ku autoantigen, 80kDa|Ku86 autoantigen related protein 1|TLAA|X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)|lupus Ku autoantigen protein p86|nuclear factor IV|thyroid-lupus autoantigen	RNAP	194364	P13010	732.0
943	7525	YES1	HsT441, P61-YES, Yes, c-yes	YES proto-oncogene 1, Src family tyrosine kinase	tyrosine-protein kinase Yes|YES1 proto-oncogene, Src family tyrosine kinase|Yamaguchi sarcoma oncogene|cellular yes-1 protein|proto-oncogene c-Yes|proto-oncogene tyrosine-protein kinase YES|v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	RNAP	164880	P07947	543.0
944	7535	ZAP70	ADMIO2, IMD48, SRK, STCD, STD, TZK, ZAP-70	zeta chain of T cell receptor associated protein kinase 70	tyrosine-protein kinase ZAP-70|70 kDa zeta-associated protein|70 kDa zeta-chain associated protein|syk-related tyrosine kinase|zeta chain of T cell receptor associated protein kinase 70kDa|zeta-chain (TCR) associated protein kinase 70kDa|zeta-chain associated protein kinase, 70kD	RNAP	176947	P43403	619.0
945	7704	ZBTB16	PLZF, ZNF145	zinc finger and BTB domain containing 16	zinc finger and BTB domain-containing protein 16|promyelocytic leukaemia zinc finger|zinc finger protein 145 (Kruppel-like, expressed in promyelocytic leukemia)|zinc finger protein PLZF	RNAP	176797	Q05516	673.0
946	7732	RNF112	BFP, ZNF179	ring finger protein 112	RING finger protein 112|brain finger protein|neurolastin|zinc finger protein 179	RNAP	601237	Q9ULX5	631.0
947	7784	ZP3	OOMD3, OZEMA3A, ZP3B, ZPC, Zp-3, ZP3	zona pellucida glycoprotein 3	zona pellucida sperm-binding protein 3|ZP3A/ZP3B|sperm receptor|zona pellucida glycoprotein 3B|zona pellucida glycoprotein ZP3|zona pellucida protein C	RNAP	182889	P21754	424.0
948	7804	LRP8	APOER2, HSZ75190, LRP-8, MCI1	LDL receptor related protein 8	low-density lipoprotein receptor-related protein 8|ApoE receptor 2|low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	RNAP	602600	Q14114	963.0
949	7805	LAPTM5	CLAST6	lysosomal protein transmembrane 5	lysosomal-associated transmembrane protein 5|CD40-ligand-activated specific transcripts|human retinoic acid-inducible E3 protein|lysosomal associated multispanning membrane protein 5|lysosomal multispanning membrane protein 5|lysosomal-associated multitransmembrane protein 5|retinoic acid-inducible E3 protein	RNAP	601476	Q13571	262.0
950	7840	ALMS1	ALSS	ALMS1 centrosome and basal body associated protein	centrosome-associated protein ALMS1|Alstrom syndrome 1|Alstrom syndrome protein 1	RNAP	606844	Q8TCU4	4168.0
951	7849	PAX8	PAX-8	paired box 8	paired box protein Pax-8|paired domain gene 8	RNAP	167415	Q06710	450.0
952	7852	CXCR4	CD184, D2S201E, FB22, HM89, HSY3RR, LAP-3, LAP3, LCR1, LESTR, NPY3R, NPYR, NPYRL, NPYY3R, WHIM, WHIMS, WHIMS1	C-X-C motif chemokine receptor 4	C-X-C chemokine receptor type 4|CD184 antigen|LPS-associated protein 3|SDF-1 receptor|chemokine (C-X-C motif) receptor 4|fusin|leukocyte-derived seven transmembrane domain receptor|lipopolysaccharide-associated protein 3|neuropeptide Y receptor Y3|neuropeptide Y3 receptor|seven transmembrane helix receptor|seven-transmembrane-segment receptor, spleen|stromal cell-derived factor 1 receptor	RNAP	162643	P61073	352.0
953	7855	FZD5	C2orf31, HFZ5	frizzled class receptor 5	frizzled-5|Wnt receptor|frizzled 5, seven transmembrane spanning receptor|frizzled family receptor 5|fz-5|fzE5|seven-transmembrane receptor frizzled-5	RNAP	601723	Q13467	585.0
954	7874	USP7	C16DELp13.2, DEL16P13.2, HAFOUS, HAUSP, TEF1	Ubiquitin specific peptidase 7	TCR	NER		Q93009	1102.0
955	7976	FZD3	Fz-3	frizzled class receptor 3	frizzled-3|frizzled 3, seven transmembrane spanning receptor|frizzled family receptor 3|frizzled homolog 3	RNAP	606143	Q9NPG1	666.0
956	8013	NR4A3	CHN, CSMF, MINOR, NOR1	nuclear receptor subfamily 4 group A member 3	nuclear receptor subfamily 4 group A member 3|chondrosarcoma, extraskeletal myxoid, fused to EWS|mitogen-induced nuclear orphan receptor|neuron-derived orphan receptor 1|nuclear hormone receptor NOR-1|translocated in extraskeletal chondrosarcoma	RNAP	600542	Q92570	626.0
957	8038	ADAM12	ADAM12-OT1, CAR10, MCMP, MCMPMltna, MLTN, MLTNA	ADAM metallopeptidase domain 12	disintegrin and metalloproteinase domain-containing protein 12|meltrin-alpha|metalloprotease-disintegrin 12 transmembrane	RNAP	602714	O43184	909.0
958	8091	HMGA2	BABL, HMGI-C, HMGIC, LIPO, SRS5, STQTL9	high mobility group AT-hook 2	high mobility group protein HMGI-C|HMGA2/KRT121P fusion	RNAP	600698	P52926	109.0
959	8092	ALX1	CART1, FND3, HEL23	ALX homeobox 1	ALX homeobox protein 1|CART-1|cartilage paired-class homeoprotein 1|epididymis luminal protein 23	RNAP	601527	Q15699	326.0
960	8111	GPR68	AI2A6, GPR12A, OGR1	G protein-coupled receptor 68	ovarian cancer G-protein coupled receptor 1|ovarian cancer G protein-coupled receptor, 1|sphingosylphosphorylcholine receptor	RNAP	601404	Q15743	365.0
961	8128	ST8SIA2	HsT19690, SIAT8-B, SIAT8B, ST8SIA-II, ST8SiaII, STX	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	alpha-2,8-sialyltransferase 8B|ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 2|alpha-2,8-sialyltransferase 8B 1|sialyltransferase 8 (alpha-2, 8-sialytransferase) B|sialyltransferase 8B|sialyltransferase St8Sia II|sialyltransferase X	RNAP	602546	Q92186	375.0
962	8140	SLC7A5	4F2LC, CD98, D16S469E, E16, LAT1, MPE16	solute carrier family 7 member 5	large neutral amino acids transporter small subunit 1|4F2 light chain|CD98 light chain|L-type amino acid transporter 1|integral membrane protein E16|sodium-independent neutral amino acid transporter LAT1|solute carrier family 7 (amino acid transporter light chain, L system), member 5|solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	RNAP	600182	Q01650	507.0
963	8153	RND2	ARHN, RHO7, RhoN	Rho family GTPase 2	rho-related GTP-binding protein RhoN|CTD-3199J23.4|GTP-binding protein Rho7|ras homolog gene family, member N|rho-related GTP-binding protein Rho7	RNAP	601555	P52198	227.0
964	8195	MKKS	BBS6, HMCS, KMS, MKS	MKKS centrosomal shuttling protein	molecular chaperone MKKS|Bardet-Biedl syndrome 6 protein|McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin|alternative protein MKKS	RNAP	604896	Q9NPJ1	570.0
965	8200	GDF5	BDA1C, BMP-14, BMP14, CDMP1, DUPANS, LAP-4, LAP4, OS5, SYM1B, SYNS2	growth differentiation factor 5	growth/differentiation factor 5|LPS-associated protein 4|bone morphogenetic protein 14|cartilage-derived morphogenetic protein-1|lipopolysaccharide-associated protein 4|radotermin	RNAP	601146	P43026	501.0
966	8202	NCOA3	ACTR, AIB-1, AIB1, CAGH16, CTG26, KAT13B, RAC3, SRC-3, SRC3, TNRC14, TNRC16, TRAM-1, bHLHe42, pCIP	nuclear receptor coactivator 3	nuclear receptor coactivator 3|CBP-interacting protein|amplified in breast cancer 1 protein|class E basic helix-loop-helix protein 42|receptor-associated coactivator 3|steroid receptor coactivator protein 3|thyroid hormone receptor activator molecule 1	RNAP	601937	Q9Y6Q9	1424.0
967	8288	EPX	EPO, EPP-PEN, EPXD, EPX	eosinophil peroxidase	eosinophil peroxidase	RNAP	131399	P11678	715.0
968	8289	ARID1A	B120, BAF250, BAF250a, BM029, C1orf4, CSS2, ELD, MRD14, OSA1, P270, SMARCF1, hELD, hOSA1	AT-rich interaction domain 1A	AT-rich interactive domain-containing protein 1A|ARID domain-containing protein 1A|AT rich interactive domain 1A (SWI-like)|BRG1-associated factor 250a|OSA1 nuclear protein|SWI-like protein|SWI/SNF complex protein p270|SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1|brain protein 120|chromatin remodeling factor p250|osa homolog 1	RNAP	603024	O14497	2285.0
969	8313	AXIN2	AXIL, ODCRCS	axin 2	axin-2|axin-like protein|axis inhibition protein 2|conductin	RNAP	604025	Q9Y2T1	843.0
970	8322	FZD4	CD344, EVR1, FEVRS, Fz-4, Fz4, FzE4, GPCR, hFz4, FZD4	frizzled class receptor 4	frizzled-4|WNT receptor frizzled-4|frizzled 4, seven transmembrane spanning receptor|frizzled family receptor 4|frizzled homolog 4	RNAP	604579	Q9ULV1	537.0
971	8326	FZD9	CD349, FZD3	frizzled class receptor 9	frizzled-9|frizzled 9, seven transmembrane spanning receptor|frizzled family receptor 9|frizzled homolog 9|fz-9|fzE6|hFz9	RNAP	601766	O00144	591.0
972	8440	NCK2	GRB4, NCKbeta	NCK adaptor protein 2	cytoplasmic protein NCK2|SH2/SH3 adaptor protein NCK-beta|growth factor receptor-bound protein 4|noncatalytic region of tyrosine kinase, beta	RNAP	604930	O43639	380.0
973	8451	CUL4A	-	cullin 4A	GG, TCR	NER		Q13619	759.0
974	8456	FOXN1	FKHL20, RONU, TIDAND, TLIND, WHN	forkhead box N1	forkhead box protein N1|Rowett nude|winged-helix nude|winged-helix transcription factor nude	RNAP	600838	O15353	648.0
975	8473	OGT	HINCUT-1, HRNT1, MRX106, O-GLCNAC1, XLID106, OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit|O-GlcNAc transferase p110 subunit|O-GlcNAc transferase subunit p110|O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)|O-linked N-acetylglucosamine transferase 110 kDa subunit|UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase|uridinediphospho-N-acetylglucosamine:polypeptide beta-N-acetylglucosaminyl transferase	RNAP	300255	O15294	1046.0
976	8482	SEMA7A	CD108, CDw108, H-SEMA-K1, H-Sema-L, JMH, PFIC11, SEMAK1, SEMAL	semaphorin 7A (John Milton Hagen blood group)	semaphorin-7A|JMH blood group antigen|John Milton Hagen blood group H-Sema K1|john-Milton-Hargen human blood group Ag|sema K1|sema L|sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A (JMH blood group)|sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, 7A|semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)|semaphorin-K1|semaphorin-L	RNAP	607961	O75326	666.0
977	8530	CST7	CMAP	cystatin F	cystatin-F|cystatin-7|cystatin-like metastasis-associated protein|leukocystatin	RNAP	603253	O76096	145.0
978	8531	YBX3	CSDA, CSDA1, DBPA, ZONAB	Y-box binding protein 3	Y-box-binding protein 3|DNA-binding protein A|ZO-1-associated nucleic acid-binding protein|cold shock domain-containing protein A|cold-shock domain containing A1|cold-shock domain protein A|single-strand DNA-binding protein NF-GMB	RNAP	603437	P16989	372.0
979	8546	AP3B1	ADTB3, ADTB3A, HPS, HPS2, PE	adaptor related protein complex 3 subunit beta 1	AP-3 complex subunit beta-1|AP-3 complex beta-3A subunit|adaptor protein complex AP-3 subunit beta-1|adaptor related protein complex 3 beta 1 subunit|beta-3A|beta-3A-adaptin|clathrin assembly protein complex 3 beta-1 large chain	RNAP	603401	O00203	1094.0
980	8600	TNFSF11	CD254, ODF, OPGL, OPTB2, RANKL, TNLG6B, TRANCE, hRANKL2, sOdf	TNF superfamily member 11	tumor necrosis factor ligand superfamily member 11|TNF-related activation-induced cytokine|osteoclast differentiation factor|osteoprotegerin ligand|receptor activator of nuclear factor kappa B ligand|tumor necrosis factor (ligand) superfamily, member 11|tumor necrosis factor ligand 6B|tumor necrosis factor superfamily member 11	RNAP	602642	O14788	317.0
981	8626	TP63	AIS, B(p51A), B(p51B), EEC3, KET, LMS, NBP, OFC8, RHS, SHFM4, TP53CP, TP53L, TP73L, p40, p51, p53CP, p63, p73H, p73L	tumor protein p63	tumor protein 63|amplified in squamous cell carcinoma|chronic ulcerative stomatitis protein|keratinocyte transcription factor KET|transformation-related protein 63|tumor protein p53-competing protein	RNAP	603273	Q9H3D4	680.0
982	8648	NCOA1	F-SRC-1, KAT13A, RIP160, SRC1, bHLHe42, bHLHe74	nuclear receptor coactivator 1	nuclear receptor coactivator 1|Hin-2 protein|class E basic helix-loop-helix protein 74|renal carcinoma antigen NY-REN-52|steroid receptor coactivator-1	RNAP	602691	Q15788	1441.0
983	8650	NUMB	C14orf41, S171, c14_5527	NUMB endocytic adaptor protein	protein numb homolog|h-Numb|numb homolog	RNAP	603728	P49757	651.0
984	8651	SOCS1	AISIMD, CIS1, CISH1, JAB, SOCS-1, SSI-1, SSI1, TIP-3, TIP3	suppressor of cytokine signaling 1	suppressor of cytokine signaling 1|JAK binding protein|STAT induced SH3 protein 1|STAT-induced STAT inhibitor 1|Tec-interacting protein 3|cytokine-inducible SH2 protein 1	RNAP	603597	O15524	211.0
985	8654	PDE5A	CGB-PDE, CN5A, PDE5	phosphodiesterase 5A	cGMP-specific 3',5'-cyclic phosphodiesterase|cGMP-binding cGMP-specific 3',5'-cyclic nucleotide phosphodiesterase|cGMP-specific phosphodiesterase PDE5A2|cGMP-specific phosphodiesterase type 5A|phosphodiesterase 5A, cGMP-specific|phosphodiesterase isozyme 5	RNAP	603310	O76074	875.0
986	8660	IRS2	IRS-2	insulin receptor substrate 2	insulin receptor substrate 2	RNAP	600797	Q9Y4H2	1338.0
987	8673	VAMP8	EDB, VAMP-8	vesicle associated membrane protein 8	vesicle-associated membrane protein 8|vesicle-associated membrane protein 8 (endobrevin)	RNAP	603177	Q9BV40	100.0
988	8678	BECN1	ATG6, VPS30, beclin1	beclin 1	beclin-1|ATG6 autophagy related 6 homolog|beclin 1 (coiled-coil, moesin-like BCL2-interacting protein)|beclin 1, autophagy related|beclin1-beta|beclin1-gamma|coiled-coil myosin-like BCL2-interacting protein|testis secretory sperm-binding protein Li 215e	RNAP	604378	Q14457	450.0
989	8692	HYAL2	LUCA2	hyaluronidase 2	hyaluronidase-2|PH-20 homolog|PH20 homolog|hyal-2|hyaluronoglucosaminidase 2|lung carcinoma protein 2|lysosomal hyaluronidase	RNAP	603551	Q12891	473.0
990	8710	SERPINB7	MEGSIN, PPKN, TP55	serpin family B member 7	serpin B7|mesangium predominant gene, megsin|serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 7|serpin peptidase inhibitor, clade B (ovalbumin), member 7	RNAP	603357	O75635	380.0
991	8717	TRADD	Hs.89862	TNFRSF1A associated via death domain	tumor necrosis factor receptor type 1-associated DEATH domain protein|TNFR1-associated death domain protein|tumor necrosis factor receptor type 1 associated death domain protein|tumor necrosis factor receptor-1-associated protein	RNAP	603500	Q15628	312.0
992	8723	SNX4	ATG24B	sorting nexin 4	sorting nexin-4	RNAP	605931	O95219	450.0
993	8737	RIPK1	AIEFL, IMD57, RIP, RIP-1, RIP1	receptor interacting serine/threonine kinase 1	receptor-interacting serine/threonine-protein kinase 1|cell death protein RIP|receptor (TNFRSF)-interacting serine-threonine kinase 1|receptor-interacting protein 1|receptor-interacting protein kinase 1|serine/threonine-protein kinase RIP	RNAP	603453	Q13546	671.0
994	8740	TNFSF14	CD258, HVEML, LIGHT, LTg	TNF superfamily member 14	tumor necrosis factor ligand superfamily member 14|herpesvirus entry mediator ligand|tumor necrosis factor (ligand) superfamily, member 14|tumor necrosis factor ligand 1D|tumor necrosis factor superfamily member 14	RNAP	604520	O43557	240.0
995	8741	TNFSF13	APRIL, CD256, TALL-2, TALL2, TNLG7B, TRDL-1, UNQ383/PRO715, ZTNF2	TNF superfamily member 13	tumor necrosis factor ligand superfamily member 13|TNF- and APOL-related leukocyte expressed ligand 2|a proliferation-inducing ligand|tumor necrosis factor (ligand) superfamily, member 13|tumor necrosis factor ligand 7B|tumor necrosis factor superfamily member 13|tumor necrosis factor-like protein ZTNF2|tumor necrosis factor-related death ligand-1	RNAP	604472	O75888	250.0
996	8742	TNFSF12	APO3L, DR3LG, TNLG4A, TWEAK	TNF superfamily member 12	tumor necrosis factor ligand superfamily member 12|APO3 ligand|APO3/DR3 ligand|TNF-related WEAK inducer of apoptosis|tumor necrosis factor (ligand) superfamily, member 12|tumor necrosis factor ligand 4A|tumor necrosis factor superfamily member 12	RNAP	602695	O43508	249.0
997	8744	TNFSF9	4-1BB-L, CD137L, TNLG5A	TNF superfamily member 9	tumor necrosis factor ligand superfamily member 9|4-1BB ligand|4-1BBL|CD137 ligand|homolog of mouse 4-1BB-L|receptor 4-1BB ligand|tumor necrosis factor (ligand) superfamily, member 9|tumor necrosis factor ligand 5A|tumor necrosis factor superfamily member 9	RNAP	606182	P41273	254.0
998	8764	TNFRSF14	ATAR, CD270, HVEA, HVEM, LIGHTR, TR2	TNF receptor superfamily member 14	tumor necrosis factor receptor superfamily member 14|CD40-like protein|herpes virus entry mediator A|tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)|tumor necrosis factor receptor-like gene2	RNAP	602746	Q92956	283.0
999	8767	RIPK2	CARD3, CARDIAK, CCK, GIG30, RICK, RIP2	receptor interacting serine/threonine kinase 2	receptor-interacting serine/threonine-protein kinase 2|CARD-carrying kinase|CARD-containing IL-1 beta ICE-kinase|CARD-containing interleukin-1 beta-converting enzyme (ICE)-associated kinase|RIP-2|growth-inhibiting gene 30|receptor-interacting protein (RIP)-like interacting caspase-like apoptosis regulatory protein (CLARP) kinase|receptor-interacting protein 2|tyrosine-protein kinase RIPK2	RNAP	603455	O43353	540.0
1000	8772	FADD	GIG3, IMD90, MORT1	Fas associated via death domain	FAS-associated death domain protein|Fas (TNFRSF6)-associated via death domain|Fas-associating death domain-containing protein|Fas-associating protein with death domain|growth-inhibiting gene 3 protein|mediator of receptor-induced toxicity	RNAP	602457	Q13158	208.0
1001	8780	RIOK3	SUDD	RIO kinase 3	serine/threonine-protein kinase RIO3|homolog of the Aspergillus nidulans sudD gene product|sudD (suppressor of bimD6, Aspergillus nidulans) homolog|sudD homolog|sudD suppressor of Aspergillus nidulans bimD6 homolog|sudD suppressor of bimD6 homolog|testicular secretory protein Li 47	RNAP	603579	O14730	519.0
1002	8792	TNFRSF11A	CD265, FEO, LOH18CR1, ODFR, OFE, OPTB7, OSTS, PDB2, RANK, TRANCE-R, TRANCER	TNF receptor superfamily member 11a	tumor necrosis factor receptor superfamily member 11A|Paget disease of bone 2|TRANCE receptor|familial expansile osteolysis|loss of heterozygosity, 18, chromosomal region 1|osteoclast differentiation factor receptor|receptor activator of NF-KB|receptor activator of nuclear factor-kappa B|tumor necrosis factor receptor superfamily, member 11a, NFKB activator	RNAP	603499	Q9Y6Q6	616.0
1003	8808	IL1RL2	IL-1Rrp2, IL-36R, IL1R-rp2, IL1RRP2	interleukin 1 receptor like 2	interleukin-1 receptor-like 2|IL-1 receptor-related protein 2|IL-36 receptor|interleukin-1 receptor-related protein 2	RNAP	604512	Q9HB29	575.0
1004	8809	IL18R1	CD218a, CDw218a, IL-18R-alpha, IL-18Ralpha, IL-1Rrp, IL18RA, IL18Ralpha2, IL1RRP	interleukin 18 receptor 1	interleukin-18 receptor 1|CD218 antigen-like family member A|IL1 receptor-related protein|cytokine receptor|interleukin-18 receptor alpha	RNAP	604494	Q13478	541.0
1005	8817	FGF18	FGF-18, ZFGF5	fibroblast growth factor 18	fibroblast growth factor 18	RNAP	603726	O76093	207.0
1006	8819	SAP30		Sin3A associated protein 30	histone deacetylase complex subunit SAP30|30 kDa Sin3-associated polypeptide|Sin3 corepressor complex subunit SAP30|Sin3-associated polypeptide, 30kDa|Sin3A-associated protein, 30kDa|sin3-associated polypeptide p30|sin3-associated polypeptide, 30 kDa	RNAP	603378	O75446	220.0
1007	8829	NRP1	BDCA4, CD304, NP1, NRP, VEGF165R	neuropilin 1	neuropilin-1|transmembrane receptor|vascular endothelial cell growth factor 165 receptor	RNAP	602069	O14786	923.0
1008	8832	CD84	LY9B, SLAMF5, hCD84, mCD84	CD84 molecule	SLAM family member 5|CD84 antigen (leukocyte antigen)|cell surface antigen MAX.3|hly9-beta|leucocyte differentiation antigen CD84|leukocyte antigen CD84|leukocyte differentiation antigen CD84|signaling lymphocytic activation molecule 5	RNAP	604513	Q9UIB8	345.0
1009	8841	HDAC3	HD3, KDAC3, RPD3, RPD3-2	histone deacetylase 3	histone deacetylase 3|SMAP45|protein deacetylase HDAC3|protein deacylase HDAC3	RNAP	605166	O15379	428.0
1010	8862	APLN	APEL, XNPEP2	apelin	apelin|AGTRL1 ligand|APJ endogenous ligand	RNAP	300297	Q9ULZ1	77.0
1011	8864	PER2	FASPS, FASPS1	period circadian regulator 2	period circadian protein homolog 2|circadian clock protein PERIOD 2|hPER2|period 2|period circadian clock 2|period circadian protein 2|period homolog 2	RNAP	603426	O15055	1255.0
1012	8876	VNN1	HDLCQ8, Tiff66	vanin 1	pantetheinase|pantetheine hydrolase|vannin 1|vascular non-inflammatory molecule 1	RNAP	603570	O95497	513.0
1013	8877	SPHK1	SPHK	sphingosine kinase 1	sphingosine kinase 1|SK 1|SPK 1|acetyltransferase SPHK1	RNAP	603730	Q9NYA1	384.0
1014	8915	BCL10	CARMEN, CIPER, CLAP, IMD37, c-E10, mE10	BCL10 immune signaling adaptor	B-cell lymphoma/leukemia 10|B cell CLL/lymphoma 10|CARD containing molecule enhancing NF-kB|CARD-containing apoptotic signaling protein|CARD-containing molecule enhancing NF-kappa-B|CARD-containing proapoptotic protein|CED-3/ICH-1 prodomain homologous E10-like regulator|cCARMEN|caspase-recruiting domain-containing protein|cellular homolog of vCARMEN|cellular-E10|hCLAP|mammalian CARD-containing adapter molecule E10	RNAP	603517	O95999	233.0
