	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
199	11044	TENT4A	LAK-1, LAK1, PAPD7, POLK, POLS, TRF4, TRF4-1, TRF41, TUTASE5	terminal nucleotidyltransferase 4A	terminal nucleotidyltransferase 4A|DNA polymerase kappa|DNA polymerase sigma|PAP-associated domain-containing protein 7|TRAMP-like complex polyadenylate polymerase|non-canonical poly(A) RNA polymerase PAPD7|poly(A) RNA polymerase D7, non-canonical|polymerase (DNA directed) sigma|terminal guanylyltransferase|terminal uridylyltransferase 5|topoisomerase-related function protein 4-1	DSB	605198.0	Q5XG87	792.0
200	11077	HSF2BP	MEILB2, POF19	heat shock transcription factor 2 binding protein	heat shock factor 2-binding protein|meiotic localizer of BRCA2	DSB	604554.0	O75031	334.0
201	11144	DMC1	DMC1H, LIM15, dJ199H16.1	DNA meiotic recombinase 1	meiotic recombination protein DMC1/LIM15 homolog|DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination|disrupted meiotic cDNA1, yeast, homolog of	DSB	602721.0	Q14565	340.0
202	11200	CHEK2	CDS1, CHK2, HuCds1, LFS2, PP1425, RAD53, hCds1	checkpoint kinase 2	serine/threonine-protein kinase Chk2|CHK2 checkpoint homolog|cds1 homolog|checkpoint-like protein CHK2	DSB	604373.0	O96017	543.0
203	11277	TREX1	AGS1, CRV, DRN3, HERNS, RVCLS	three prime repair exonuclease 1	three-prime repair exonuclease 1|3' repair exonuclease 1|3'-5' exonuclease TREX1|DNase III|deoxyribonuclease III	MMR	606609.0	Q9NSU2	314.0
204	11284	PNKP	AOA4, CMT2B2, EIEE10, MCSZ, PNK	polynucleotide kinase 3'-phosphatase	bifunctional polynucleotide phosphatase/kinase|DNA 5'-kinase/3'-phosphatase|Homo sapiens polynucleotide kinase 3'-phosphatase (PNKP)	BER, DSB	605610.0	Q96T60	521.0
205	22891	ZNF365	Su48, UAND, ZNF365	zinc finger protein 365	protein ZNF365|DISC1-binding zinc-finger protein|protein su48|talanin	DSB	607818.0	Q70YC5	407.0
206	22909	FAN1	KIAA1018, KMIN, MTMR15, hFAN1	FANCD2 and FANCI associated nuclease 1	fanconi-associated nuclease 1|FANCD2/FANCI-associated nuclease 1|coiled-coil domain-containing protein MTMR15|fanconi anemia associated nuclease 1|myotubularin-related protein 15	DSB, CLR	613534.0	Q9Y2M0	1017.0
207	22992	KDM2A	CXXC8, FBL11, FBL7, FBXL11, JHDM1A, LILINA	lysine demethylase 2A	lysine-specific demethylase 2A|CXXC-type zinc finger protein 8|F-box and leucine-rich repeat protein 11|F-box/LRR-repeat protein 11|[Histone-H3]-lysine-36 demethylase 1A|jmjC domain-containing histone demethylation protein 1A|jumonji C domain-containing histone demethylase 1A|lysine (K)-specific demethylase 2A	DSB	605657.0	Q9Y2K7	1162.0
208	23028	KDM1A	AOF2, BHC110, CPRF, KDM1, LSD1	lysine demethylase 1A	lysine-specific histone demethylase 1A|BRAF35-HDAC complex protein BHC110|FAD-binding protein BRAF35-HDAC complex, 110 kDa subunit|[histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A|amine oxidase (flavin containing) domain 2|flavin-containing amine oxidase domain-containing protein 2|lysine (K)-specific demethylase 1A|lysine-specific histone demethylase 1	DSB	609132.0	O60341	852.0
209	23064	SETX	ALS4, AOA2, SCAN2, SCAR1, STEX, Sen1, bA479K20.2	senataxin	probable helicase senataxin|SEN1 homolog|amyotrophic lateral sclerosis 4 protein	DSB	608465.0	Q7Z333	2677.0
210	23126	POGZ	MRD37, WHSUS, ZNF280E, ZNF635, ZNF635m	pogo transposable element derived with ZNF domain	pogo transposable element with ZNF domain|putative protein product of Nbla00003|zinc finger protein 280E|zinc finger protein 635	DSB	614787.0	Q7Z3K3	1410.0
211	23137	SMC5	ATELS2L1, SMC5	structural maintenance of chromosomes 5	structural maintenance of chromosomes protein 5|SMC protein 5|SMC-5|SMC5 structural maintenance of chromosomes 5-like 1|hSMC5	DSB	609386.0	Q8IY18	1101.0
212	23201	FAM168A	KIAA0280, TCRP1	family with sequence similarity 168 member A	protein FAM168A|tongue cancer chemotherapy resistance-associated protein 1	BER	616316.0	Q92567	244.0
213	23347	SMCHD1	BAMS, FSHD2	structural maintenance of chromosomes flexible hinge domain containing 1	structural maintenance of chromosomes flexible hinge domain-containing protein 1|SMC hinge domain-containing protein 1	DSB	614982.0	A6NHR9	2005.0
214	23411	SIRT1	SIR2, SIR2L1, SIR2alpha	sirtuin 1	NAD-dependent protein deacetylase sirtuin-1|NAD-dependent protein deacylase sirtuin-1|SIR2-like protein 1|regulatory protein SIR2 homolog 1|sirtuin type 1	DSB	604479.0	Q96EB6	747.0
215	23503	ZFYVE26	FYVE-CENT, SPG15	zinc finger FYVE-type containing 26	zinc finger FYVE domain-containing protein 26|FYVE domain-containing centrosomal protein|spastizin|zinc finger, FYVE domain containing 26	DSB	612012.0	Q68DK2	2539.0
216	23514	SPIDR	KIAA0146, ODG9	scaffold protein involved in DNA repair	DNA repair-scaffolding protein|scaffolding protein involved in DNA repair	DSB	615384.0	Q14159	915.0
217	23583	SMUG1	FDG, HMUDG, UNG3	single-strand-selective monofunctional uracil-DNA glycosylase 1	single-strand selective monofunctional uracil DNA glycosylase	BER	607753.0	Q53HV7	270.0
218	23613	ZMYND8	PRKCBP1, PRO2893, RACK7	zinc finger MYND-type containing 8	MYND-type zinc finger-containing chromatin reader ZMYND8|CTCL tumor antigen se14-3|RACK like clone 7|cutaneous T-cell lymphoma-associated antigen se14-3|predicted protein of HQ2893|protein kinase C-binding protein 1|transcription coregulator ZMYND8|zinc finger MYND domain-containing protein 8	DSB	615713.0	Q9ULU4	1186.0
219	23626	SPO11	CT35, SPATA43, TOPOVIA, TOPVIA	SPO11 initiator of meiotic double strand breaks	meiotic recombination protein SPO11|SPO11 initiator of meiotic double stranded breaks|SPO11 meiotic protein covalently bound to DSB homolog|cancer/testis antigen 35|spermatogenesis associated 43	DSB	605114.0	Q9Y5K1	396.0
220	24144	TFIP11	NTR1, STIP, STIP-1, Spp382, TIP39, bK445C9.6	tuftelin interacting protein 11	tuftelin-interacting protein 11|septin and tuftelin-interacting protein 1|sip1/tuftelin interacting protein	DSB	612747.0	Q9UBB9	837.0
221	25788	RAD54B	RDH54	RAD54 homolog B	DNA repair and recombination protein RAD54B	DSB	604289.0	Q9Y620	910.0
222	25836	NIPBL	CDLS, CDLS1, IDN3, IDN3-B, Scc2	NIPBL cohesin loading factor	nipped-B-like protein|Nipped-B homolog|SCC2 homolog|delangin|sister chromatid cohesion 2 homolog	DSB	608667.0	Q6KC79	2804.0
223	25900	IFFO1	HOM-TES-103, IFFO	intermediate filament family orphan 1	non-homologous end joining factor IFFO1|NHEJ factor IFFO1|intermediate filament-like MGC:2625	DSB	610495.0	Q0D2I5	559.0
224	25913	POT1	CMM10, CRMCC3, GLM9, HPOT1, PFBMFT8	protection of telomeres 1	protection of telomeres protein 1|POT1-like telomere end-binding protein|protection of telomeres 1 homolog	DSB	606478.0	Q9NUX5	634.0
225	25939	SAMHD1	CHBL2, DCIP, HDDC1, MOP-5, SBBI88, hSAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	deoxynucleoside triphosphate triphosphohydrolase SAMHD1|SAM domain and HD domain 1|SAM domain and HD domain-containing protein 1|dNTPase|dendritic cell-derived IFNG-induced protein|monocyte protein 5	DSB	606754.0	Q9Y3Z3	626.0
226	26122	EPC2	EPC-LIKE	enhancer of polycomb homolog 2	enhancer of polycomb homolog 2	DSB	611000.0	Q52LR7	807.0
227	26168	SENP3	SMT3IP1, SSP3, Ulp1	SUMO specific peptidase 3	sentrin-specific protease 3|SUMO-1-specific protease 3|SUMO1/sentrin/SMT3 specific peptidase 3|sentrin/SUMO-specific protease 3	DSB	612844.0	Q9H4L4	574.0
228	27030	MLH3	HNPCC7	mutL homolog 3	DNA mismatch repair protein Mlh3	MMR	604395.0	Q9UHC1	1453.0
229	27301	APEX2	APE2, APEXL2, XTH2, ZGRF2	apurinic/apyrimidinic endodeoxyribonuclease 2	DNA-(apurinic or apyrimidinic site) endonuclease 2|AP endonuclease 2|AP endonuclease XTH2|APEX nuclease (apurinic/apyrimidinic endonuclease) 2|DNA-(apurinic or apyrimidinic site) lyase 2|apurinic/apyrimidinic endonuclease-like 2|zinc finger, GRF-type containing 2	BER	300773.0	Q9UBZ4	518.0
230	27339	PRPF19	NMP200, PRP19, PSO4, SNEV, UBOX4, hPSO4	pre-mRNA processing factor 19	pre-mRNA-processing factor 19|PRP19/PSO4 homolog|PRP19/PSO4 pre-mRNA processing factor 19 homolog|RING-type E3 ubiquitin transferase PRP19|nuclear matrix protein 200|nuclear matrix protein NMP200 related to splicing factor PRP19|psoralen 4|senescence evasion factor	DSB	608330.0	Q9UMS4	504.0
231	27343	POLL	BETAN, POLKAPPA	DNA polymerase lambda	DNA polymerase lambda|DNA polymerase beta-2|DNA polymerase beta-N|DNA polymerase kappa|polymerase (DNA directed), lambda|polymerase (DNA) lambda	BER, DSB	606343.0	Q9UGP5	575.0
232	27434	POLM	Pol Mu, Tdt-N	DNA polymerase mu	DNA-directed DNA/RNA polymerase mu|Pol iota|polymerase (DNA) mu|polymerase (DNA-directed), mu|terminal transferase	DSB	606344.0	Q9NP87	494.0
233	29072	SETD2	HBP231, HIF-1, HIP-1, HSPC069, HYPB, KMT3A, LLS, MRD70, RAPAS, SET2, p231HBP	SET domain containing 2, histone lysine methyltransferase	histone-lysine N-methyltransferase SETD2|huntingtin interacting protein 1|huntingtin yeast partner B|huntingtin-interacting protein B|lysine N-methyltransferase 3A|protein-lysine N-methyltransferase SETD2	DSB, MMR	612778.0	Q9BYW2	2564.0
234	29086	BABAM1	C19orf62, HSPC142, MERIT40, NBA1	BRISC and BRCA1 A complex member 1	BRISC and BRCA1-A complex member 1|BRCA1-A complex subunit MERIT40|mediator of RAP80 interactions and targeting subunit of 40 kDa|mediator of Rap80 interactions and targeting 40 kDa|new component of the BRCA1-A complex|new component of the BRCAA1 A complex	DSB	612766.0	Q9NWV8	329.0
235	29117	BRD7	BP75, CELTIX1, NAG4, SMARCI1	bromodomain containing 7	bromodomain-containing protein 7|75 kDa bromodomain protein|protein CELTIX-1	DSB	618489.0	Q9NPI1	651.0
236	29935	RPA4	HSU24186	replication protein A4	replication protein A 30 kDa subunit|RF-A protein 4|RP-A p30|replication factor A protein 4|replication protein A complex 34 kd subunit homolog Rpa4|replication protein A4, 30kDa|replication protein A4, 34kDa	DSB	300767.0	Q13156	261.0
237	50485	SMARCAL1	HARP, HHARP	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1|ATP-driven annealing helicase|HepA-related protein|SMARCA-like protein 1|sucrose nonfermenting protein 2-like 1	DSB	606622.0	Q9NZC9	954.0
238	51111	KMT5B	CGI-85, CGI85, MRD51, SUV420H1	lysine methyltransferase 5B	histone-lysine N-methyltransferase KMT5B|[histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B|[histone H4]-lysine20 N-methyltransferase KMT5B|histone-lysine N-methyltransferase SUV420H1|lysine (K)-specific methyltransferase 5B|lysine N-methyltransferase 5B|lysine-specific methyltransferase 5B|su(var)4-20 homolog 1|suppressor of variegation 4-20 homolog 1	DSB	610881.0	Q4FZB7	885.0
239	51149	MRNIP	C5orf45	MRN complex interacting protein	MRN complex-interacting protein|MRN-interacting protein|UPF0544 protein C5orf45	DSB	617154.0	Q6NTE8	343.0
240	51341	ZBTB7A	FBI-1, FBI1, LRF, MNDLFH, TIP21, ZBTB7, ZNF857A, pokemon	zinc finger and BTB domain containing 7A	zinc finger and BTB domain-containing protein 7A|HIV-1 1st-binding protein 1|HIV-1 inducer of short transcripts binding protein|POK erythroid myeloid ontogenic factor|POZ and Krueppel erythroid myeloid ontogenic factor|TTF-I-interacting peptide 21|factor binding IST protein 1|factor that binds to inducer of short transcripts protein 1|leukemia/lymphoma-related factor|lymphoma related factor|pokemon 1|zinc finger and BTB domain containing 7A, HIV-1 inducer of short transcripts binding protein|zinc finger protein 857A	DSB	605878.0	O95365	584.0
241	51412	ACTL6B	ACTL6, BAF53B, DEE76, EIEE76, IDDSSAD, SMARCN2, arpNalpha	actin like 6B	actin-like protein 6B|53 kDa BRG1-associated factor B|BRG1-associated factor 53B|actin-related protein Baf53b|hArpN alpha	DSB	612458.0	O94805	426.0
242	51444	RNF138	HSD-4, NARF, STRIN, hNARF	ring finger protein 138	E3 ubiquitin-protein ligase RNF138|NLK-associated RING finger protein|Nemo-like kinase-associated RING finger protein|RING-type E3 ubiquitin transferase RNF138|nemo-like kinase associated ring finger protein|ring finger protein 138, E3 ubiquitin protein ligase|testicular tissue protein Li 165	DSB	616319.0	Q8WVD3	245.0
243	51548	SIRT6	SIR2L6, hSIRT6	sirtuin 6	NAD-dependent protein deacylase sirtuin-6|NAD-dependent protein deacetylase sirtuin-6|SIR2-like protein 6|protein mono-ADP-ribosyltransferase sirtuin-6|regulatory protein SIR2 homolog 6|sir2-related protein type 6|sirtuin type 6	BER, DSB	606211.0	Q8N6T7	355.0
244	51567	TDP2	AD022, EAP2, EAPII, TTRAP, dJ30M3.3, hTDP2	tyrosyl-DNA phosphodiesterase 2	tyrosyl-DNA phosphodiesterase 2|5'-Tyr-DNA phosphodiesterase|5'-tyrosyl-DNA phosphodiesterase|ETS1-associated protein 2|ETS1-associated protein II|TRAF and TNF receptor-associated protein|VPg unlinkase|epididymis secretory sperm binding protein|tyr-DNA phosphodiesterase 2|tyrosyl-RNA phosphodiesterase	DSB	605764.0	O95551	362.0
245	51588	PIAS4	PIAS-gamma, PIASY, Piasg, ZMIZ6	protein inhibitor of activated STAT 4	E3 SUMO-protein ligase PIAS4|RING-type E3 ubiquitin transferase PIAS4|protein inhibitor of activated STAT protein 4|protein inhibitor of activated STAT protein PIASy|protein inhibitor of activated STAT protein gamma|zinc finger, MIZ-type containing 6	DSB	605989.0	Q8N2W9	510.0
246	51659	GINS2	HSPC037, PSF2, Pfs2	GINS complex subunit 2	DNA replication complex GINS protein PSF2|GINS complex subunit 2 (Psf2 homolog)	DSB	610609.0	Q9Y248	185.0
247	51720	UIMC1	RAP80, X2HRIP110	ubiquitin interaction motif containing 1	BRCA1-A complex subunit RAP80|receptor-associated protein 80|retinoid X receptor-interacting protein 110	DSB	609433.0	Q96RL1	719.0
248	51750	RTEL1	C20orf41, DKCA4, DKCB5, NHL, PFBMFT3, RTEL	regulator of telomere elongation helicase 1	regulator of telomere elongation helicase 1|regulator of telomere length	DSB	608833.0	Q9NZ71	1219.0
249	54386	TERF2IP	DRIP5, RAP1	TERF2 interacting protein	telomeric repeat-binding factor 2-interacting protein 1|TERF2-interacting telomeric protein 1|TRF2-interacting telomeric RAP1 protein|dopamine receptor-interacting protein 5|repressor/activator protein 1 homolog	DSB	605061.0	Q9NYB0	399.0
250	54537	SHLD2	FAM35A, FAM35A1, RINN2, bA163M19.1	shieldin complex subunit 2	shieldin complex subunit 2|RINN1-REV7-interacting novel NHEJ regulator 2|family with sequence similarity 35 member A|protein FAM35A|shield complex subunit 2	DSB	618029.0	Q86V20	835.0
251	54556	ING3	Eaf4, ING2, MEAF4, p47ING3	inhibitor of growth family member 3	inhibitor of growth protein 3	DSB	607493.0	Q9NXR8	418.0
252	54617	INO80	INO80A, INOC1	INO80 complex ATPase subunit	chromatin-remodeling ATPase INO80|DNA helicase INO80|DNA helicase-related INO80 complex homolog 1|DNA helicase-related protein INO80|INO80 complex subunit A|homolog of yeast INO80|putative DNA helicase INO80 complex homolog 1	DSB	610169.0	Q9ULG1	1556.0
253	54778	RNF111	ARK, hRNF111	ring finger protein 111	GG	NER		Q6ZNA4	994.0
254	54780	NSMCE4A	C10orf86, NS4EA, NSE4A	NSE4 homolog A, SMC5-SMC6 complex component	non-structural maintenance of chromosomes element 4 homolog A|NSE4 homolog, SMC5-SMC6 complex component A|non-SMC element 4 homolog A	DSB	612987.0	Q9NXX6	385.0
255	54799	MBTD1	SA49P01	mbt domain containing 1	MBT domain-containing protein 1	DSB	618705.0	Q05BQ5	628.0
256	54936	ADPRS	ADPRHL2, ARH3, CONDSIAS	ADP-ribosylserine hydrolase	ADP-ribosylhydrolase ARH3|ADP-ribose glycohydrolase ARH3|ADP-ribosylarginine hydrolase like 2|ADP-ribosylhydrolase 3|ADP-ribosylhydrolase like 2|O-acetyl-ADP-ribose deacetylase ARH3|[Protein ADP-ribosylarginine] hydrolase-like protein 2|[Protein ADP-ribosylserine] hydrolase|poly(ADP-ribose) glycohydrolase ARH3|protein ADP-ribosylarginine hydrolase-like protein 2	BER	610624.0	Q9NX46	363.0
257	54969	HPF1	C4orf27	histone PARylation factor 1	histone PARylation factor 1|UPF0609 protein C4orf27	DSB	616614.0	Q9NWY4	346.0
258	55010	PARPBP	AROM, C12orf48, PARI	PARP1 binding protein	PCNA-interacting partner	DSB	613687.0	Q9NWS1	579.0
259	55031	USP47	TRFP	ubiquitin specific peptidase 47	ubiquitin carboxyl-terminal hydrolase 47|Trf (TATA binding protein-related factor)-proximal homolog|deubiquitinating enzyme 47|ubiquitin thioesterase 47|ubiquitin thiolesterase 47|ubiquitin-specific-processing protease 47	BER	614460.0	Q96K76	1375.0
260	55063	ZCWPW1	ZCW1	zinc finger CW-type and PWWP domain containing 1	zinc finger CW-type PWWP domain protein 1|zinc finger CW-type and PWWP domain 1|zinc finger, CW-type with PWWP domain 1	DSB	618900.0	Q9H0M4	648.0
261	55086	RADX	CXorf57	RPA1 related single stranded DNA binding protein, X-linked	RPA-related protein RADX|RPA-related and RAD51-antagonist, X-chromosome|RPA-related, RAD51-antagonist on X-chromosome|uncharacterized protein CXorf57	DSB		Q6NSI4	855.0
262	55120	FANCL	FAAP43, PHF9, POG	FA complementation group L	E3 ubiquitin-protein ligase FANCL|Fanconi anemia complementation group L|PHD finger protein 9|RING-type E3 ubiquitin transferase FANCL|fanconi anemia group L protein|fanconi anemia-associated polypeptide of 43 kDa	CLR	608111.0	Q9NW38	375.0
263	55135	WRAP53	DKCB3, TCAB1, WDR79	WD repeat containing antisense to TP53	telomerase Cajal body protein 1|WD repeat-containing protein 79|WD repeat-containing protein WRAP53|WD40 protein Wrap53|WD40 repeat-containing protein antisense to TP53|WD40 repeat-containing protein encoding RNA antisense to p53|WRAP53beta	DSB	612661.0	Q9BUR4	548.0
264	55159	RFWD3	FANCW, RNF201	ring finger and WD repeat domain 3	E3 ubiquitin-protein ligase RFWD3|RING finger and WD repeat domain-containing protein 3|RING finger protein 201|RING-type E3 ubiquitin transferase RFWD3	DSB, CLR	614151.0	Q6PCD5	774.0
265	55170	PRMT6	HRMT1L6	protein arginine methyltransferase 6	protein arginine N-methyltransferase 6|HMT1 hnRNP methyltransferase-like 6|heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6|histone-arginine N-methyltransferase PRMT6	BER	608274.0	Q96LA8	375.0
266	55183	RIF1		replication timing regulatory factor 1	telomere-associated protein RIF1|RAP1 interacting factor homolog|rap1-interacting factor 1 homolog	DSB	608952.0	Q5UIP0	2472.0
267	55193	PBRM1	BAF180, PB1, RCC, SMARCH1	polybromo 1	protein polybromo-1|BRG1-associated factor 180|polybromo-1D	DSB	606083.0	Q86U86	1689.0
268	55215	FANCI	KIAA1794	FA complementation group I	Fanconi anemia group I protein|Fanconi anemia complementation group I	CLR	611360.0	Q9NVI1	1328.0
269	55218	EXD2	C14orf114, EXDL2	exonuclease 3'-5' domain containing 2	exonuclease 3'-5' domain-containing protein 2|3'-5' exoribonuclease EXD2|exonuclease 3'-5' domain-like 2|exonuclease 3'-5' domain-like-containing protein 2	DSB	616940.0	Q9NVH0	621.0
270	55247	NEIL3	FGP2, FPG2, NEI3, ZGRF3, hFPG2, hNEI3	nei like DNA glycosylase 3	endonuclease 8-like 3|DNA glycosylase FPG2|DNA glycosylase hFPG2|DNA glycosylase/AP lyase Neil3|endonuclease VIII-like 3|nei endonuclease VIII-like 3|nei-like protein 3|zinc finger, GRF-type containing 3	BER, CLR	608934.0	Q8TAT5	605.0
271	55257	MRGBP	C20orf20, Eaf7, MRG15BP, URCC4	MRG domain binding protein	MRG/MORF4L-binding protein|MRG-binding protein|MRG/MORF4L binding protein|up-regulated in colon cancer 4	DSB	611157.0	Q9NV56	204.0
272	55274	PHF10	BAF45A, SMARCG4, XAP135	PHD finger protein 10	PHD finger protein 10|BRG1-associated factor 45a|BRG1-associated factor, 45-KD, A|PHD zinc finger protein XAP135	DSB	613069.0	Q8WUB8	498.0
273	55317	AP5S1	C20orf29	adaptor related protein complex 5 subunit sigma 1	AP-5 complex subunit sigma-1|adapter-related protein complex 5 sigma subunit|adaptor related protein complex 5 sigma 1 subunit|adaptor-related protein complex 5 sigma subunit|protein C20orf29|sigma5	DSB	614824.0	Q9NUS5	200.0
274	55345	ZGRF1	C4orf21	zinc finger GRF-type containing 1	protein ZGRF1|GRF-type zinc finger domain-containing protein 1	DSB		Q86YA3	2104.0
275	55611	OTUB1	HSPC263, OTB1, OTU1	OTU deubiquitinase, ubiquitin aldehyde binding 1	ubiquitin thioesterase OTUB1|OTU domain, ubiquitin aldehyde binding 1|OTU domain-containing ubiquitin aldehyde-binding protein 1|OTU-domain Ubal-binding 1|deubiquitinating enzyme OTUB1|otubain-1|ubiquitin-specific protease otubain 1|ubiquitin-specific-processing protease OTUB1	DSB	608337.0	Q96FW1	271.0
276	55693	KDM4D	JMJD2D	lysine demethylase 4D	lysine-specific demethylase 4D|[histone H3]-trimethyl-L-lysine(9) demethylase 4D|jmjC domain-containing histone demethylation protein 3D|jumonji domain containing 2D|jumonji domain-containing protein 2D|lysine (K)-specific demethylase 4D	DSB	609766.0	Q6B0I6	523.0
277	55719	SLF2	ATELS1, C10orf6, FAM178A	SMC5-SMC6 complex localization factor 2	SMC5-SMC6 complex localization factor protein 2|family with sequence similarity 178, member A|protein FAM178A|smc5/6 localization factor 1	DSB	610348.0	Q8IX21	1173.0
278	55775	TDP1		tyrosyl-DNA phosphodiesterase 1	tyrosyl-DNA phosphodiesterase 1|tyr-DNA phosphodiesterase 1	DSB	607198.0	Q9NUW8	608.0
279	55929	DMAP1	DNMAP1, DNMTAP1, EAF2, MEAF2, SWC4	DNA methyltransferase 1 associated protein 1	DNA methyltransferase 1-associated protein 1|DNMT1 associated protein 1	DSB	605077.0	Q9NPF5	467.0
280	56154	TEX15	CT42, SPGF25	testis expressed 15, meiosis and synapsis associated	testis-expressed protein 15|cancer/testis antigen 42|testis-expressed sequence 15 protein	DSB	605795.0	Q9BXT5	2789.0
281	56160	NSMCE3	HCA4, LICS, MAGEG1, MAGEL3, NDNL2, NSE3	NSE3 homolog, SMC5-SMC6 complex component	non-structural maintenance of chromosomes element 3 homolog|MAGE-G1 antigen|hepatocellular carcinoma-associated protein 4|hepatocellular carcinoma-associated protein HCA4|melanoma antigen, family G, 1|melanoma-associated antigen G1|necdin-like 2, SMC5-SMC6 complex component|necdin-like gene 2|necdin-like protein 2|non-SMC element 3 homolog	DSB	608243.0	Q96MG7	304.0
282	56776	FMN2		formin 2	formin-2	DSB	606373.0	Q9NZ56	1722.0
283	56893	UBQLN4	A1U, A1Up, C1orf6, CIP75, UBIN	ubiquilin 4	ubiquilin-4|ataxin-1 interacting ubiquitin-like protein|ataxin-1 ubiquitin-like interacting protein|ataxin-1 ubiquitin-like-interacting protein A1U|connexin43-interacting protein of 75 kDa	DSB	605440.0	Q9NRR5	601.0
284	56907	SPIRE1	Spir-1	spire type actin nucleation factor 1	protein spire homolog 1|spire actin nucleation factor 1|spire family actin nucleation factor 1|spire homolog 1	DSB	609216.0	Q08AE8	756.0
285	56941	HMCES	C3orf37, DC12, SRAPD1	5-hydroxymethylcytosine binding, ES cell specific	abasic site processing protein HMCES|5-hydroxymethylcytosine (hmC) binding, ES cell-specific|ES cell-specific 5hmC-binding protein|SOS response associated peptidase domain containing 1|SRAP domain-containing protein 1|UPF0361 protein C3orf37|embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein|peptidase HMCES|putative endonuclease HMCES|putative peptidase SRAPD1	DSB	618288.0	Q96FZ2	354.0
286	56949	XAB2	HCNP, HCRN, NTC90, SYF1	XPA binding protein 2	TCR	NER, NER		Q9HCS7	855.0
287	56979	PRDM9	KMT8B, MEISETZ, MSBP3, PFM6, ZNF899	PR/SET domain 9	histone-lysine N-methyltransferase PRDM9|PR domain 9|PR domain containing 9|PR domain zinc finger protein 9|[histone H3]-lysine36 N-trimethyltransferase PRDM9|[histone H3]-lysine4 N-trimethyltransferase PRDM9|[histone H3]-lysine9 N-trimethyltransferase PRDM9|[histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9|[histone H4]-lysine20 N-methyltransferase PRDM9|histone methyl transferase|minisatellite binding protein 3 (115kD)|protein-lysine N-methyltransferase PRDM9	DSB	609760.0	Q9NQV7	894.0
288	57223	PPP4R3B	FLFL2, PP4R3B, PSY2, SMEK2, smk1	protein phosphatase 4 regulatory subunit 3B	serine/threonine-protein phosphatase 4 regulatory subunit 3B|SMEK homolog 2, suppressor of mek1	DSB	610352.0	Q5MIZ7	849.0
289	57492	ARID1B	6A3-5, BAF250B, BRIGHT, CSS1, DAN15, ELD/OSA1, MRD12, OSA2, P250R, SMARCF2	AT-rich interaction domain 1B	AT-rich interactive domain-containing protein 1B|ARID domain-containing protein 1B|AT rich interactive domain 1B (SWI1-like)|BRG1-associated factor 250b|BRG1-binding protein ELD/OSA1|ELD (eyelid)/OSA protein	DSB	614556.0	Q8NFD5	2319.0
290	57599	WDR48	Bun62, P80, SPG60, UAF1	WD repeat domain 48	WD repeat-containing protein 48|USP1 associated factor 1|WD repeat endosomal protein|testicular tissue protein Li 224	DSB	612167.0	Q8TAF3	677.0
291	57634	EP400	CAGH32, P400, TNRC12	E1A binding protein p400	E1A-binding protein p400|CAG repeat protein 32|domino homolog|hDomino|hDomino(p400)|p400 SWI2/SNF2-related protein|p400 kDa SWI2/SNF2-related protein|trinucleotide repeat containing 12|trinucleotide repeat-containing gene 12 protein	DSB	606265.0	Q96L91	3159.0
292	57654	UVSSA	KIAA1530, UVSS3	UV stimulated scaffold protein A	TCR	NER		Q2YD98	709.0
293	57697	FANCM	FAAP250, KIAA1596, POF15, SPGF28	FA complementation group M	Fanconi anemia group M protein|ATP-dependent RNA helicase FANCM|Fanconi anemia complementation group M|fanconi anemia-associated polypeptide of 250 kDa|protein Hef ortholog	DSB, CLR	609644.0	Q8IYD8	2048.0
294	58493	INIP	C9orf80, HSPC043, MISE, SOSSC, SSBIP1, hSSBIP1	INTS3 and NABP interacting protein	SOSS complex subunit C|SSB-interacting protein 1|hSSB-interacting protein 1|minute INTS3/hSSB-associated element|sensor of single-strand DNA complex subunit C|sensor of ssDNA subunit C|single-stranded DNA-binding protein-interacting protein 1	DSB	613273.0	Q9NRY2	104.0
295	63979	FIGNL1		fidgetin like 1	fidgetin-like protein 1	DSB	615383.0	Q6PIW4	674.0
296	64110	MAGEF1	MAGE-F1	MAGE family member F1	melanoma-associated antigen F1|MAGE-F1 antigen|melanoma antigen family F, 1|melanoma antigen family F1	DSB	609267.0	Q9HAY2	307.0
297	64210	MMS19	CIAO4, MET18L, hMMS19, MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	MMS19 nucleotide excision repair protein homolog|MET18 homolog|MMS19 cytosolic iron-sulfur assembly component|MMS19 nucleotide excision repair homolog|MMS19-like (MET18 homolog, S. cerevisiae)|MMS19-like protein|homolog of yeast MMS19	DSB	614777.0	Q96T76	1030.0
